"","station","year","month","po4f","nh4f","no2f","no3f","no23f","chla_n","po4f_cens","nh4f_cens","no2f_cens","no3f_cens","no23f_cens","chla_n_cens"
"1796","apaegnut",2012,2,0.007,0.022,NA,NA,0.335,8.71,0,0,NA,NA,0,0
"1797","apaegnut",2012,3,0.003,0.037,NA,NA,0.218,20.11,0,0,NA,NA,0,0
"1798","apaegnut",2012,4,0.004,0.027,NA,NA,0.336,3.58,0,0,NA,NA,0,0
"1799","apaegnut",2012,5,0.003,0.015,NA,NA,0.045,8.71,1,0,NA,NA,0,0
"1800","apaegnut",2012,6,0.003,0.07,NA,NA,0.17,9.16,1,0,NA,NA,0,0
"1801","apaegnut",2012,7,0.003,0.057,NA,NA,0.081,3.35,1,0,NA,NA,0,0
"1802","apaegnut",2012,8,0.003,0.019,NA,NA,0.064,5.81,1,0,NA,NA,0,0
"1803","apaegnut",2012,9,0.003,0.0523333333333333,NA,NA,0.103333333333333,9.31333333333333,1,0,NA,NA,0,0
"1804","apaegnut",2012,10,0.003,0.013,NA,NA,0.037,12.07,1,1,NA,NA,0,0
"1805","apaegnut",2012,11,0.004,0.0475,NA,NA,0.049,2.905,1,0,NA,NA,0,0
"1806","apaegnut",2013,1,0.003,0.013,NA,NA,0.255,1.34,0,1,NA,NA,0,0
"1807","apaegnut",2013,2,0.004,0.033,NA,NA,0.211,4.69,0,0,NA,NA,0,0
"1808","apaegnut",2013,3,0.023,0.068,NA,NA,0.237,2.23,0,0,NA,NA,0,0
"1809","apaegnut",2013,4,0.006,0.053,NA,NA,0.335,6.48,0,0,NA,NA,0,0
"1810","apaegnut",2013,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811","apaegnut",2013,6,0.003,0.05,NA,NA,0.173,NA,1,0,NA,NA,0,NA
"1812","apaegnut",2013,7,0.027,0.064,NA,NA,0.24,2.6,0,0,NA,NA,0,0
"1813","apaegnut",2013,8,0.015,0.024,NA,NA,0.22,6.2,0,0,NA,NA,0,0
"1814","apaegnut",2013,9,0.012,0.035,NA,NA,0.18,3.4,0,0,NA,NA,0,0
"1815","apaegnut",2013,10,0.0055,0.02,NA,NA,0.225,6.1,0,0,NA,NA,0,0
"1816","apaegnut",2013,12,0.005,0.011,NA,NA,0.4,8.8,0,0,NA,NA,0,0
"1817","apaegnut",2014,1,0.008,0.021,NA,NA,0.42,3.2,0,0,NA,NA,0,0
"1818","apaegnut",2014,2,0.005,0.016,NA,NA,0.6,5.6,0,0,NA,NA,0,0
"1819","apaegnut",2014,3,0.007,0.044,NA,NA,0.38,7.6,0,0,NA,NA,0,0
"1820","apaegnut",2014,4,0.011,0.029,NA,NA,0.42,4.7,0,0,NA,NA,0,0
"1821","apaegnut",2014,5,0.014,0.022,NA,NA,0.39,1.3,0,0,NA,NA,0,0
"1822","apaegnut",2014,6,0.004,0.009,NA,NA,0.29,9.4,1,0,NA,NA,0,0
"1823","apaegnut",2014,7,0.004,0.011,NA,NA,0.16,11,1,0,NA,NA,0,0
"1824","apaegnut",2014,8,0.004,0.009,NA,NA,0.024,15,1,0,NA,NA,0,0
"1825","apaegnut",2014,9,0.004,0.031,NA,NA,0.014,16,1,0,NA,NA,0,0
"1826","apaegnut",2014,10,0.004,0.0125,NA,NA,0.155,8.1,1,0,NA,NA,0,0
"1827","apaegnut",2014,12,0.004,NA,NA,NA,0.3,5.3,1,NA,NA,NA,0,0
"1828","apaegnut",2015,1,0.007,0.096,NA,NA,0.26,1.7,0,0,NA,NA,0,0
"1829","apaegnut",2015,2,0.004,0.009,NA,NA,0.44,4.5,1,0,NA,NA,0,0
"1830","apaegnut",2015,3,0.008,0.015,NA,NA,0.4,12,0,0,NA,NA,0,0
"1831","apaegnut",2015,4,0.004,0.034,NA,NA,0.52,8,0,0,NA,NA,0,0
"1832","apaegnut",2015,5,0.00666666666666667,0.0236666666666667,NA,NA,0.266666666666667,4,0,0,NA,NA,0,0
"1833","apaegnut",2015,6,0.004,0.042,NA,NA,0.27,5.7,1,0,NA,NA,0,0
"1834","apaegnut",2015,7,0.004,0.006,NA,NA,0.03,10,1,0,NA,NA,0,0
"1835","apaegnut",2015,8,0.004,0.01,NA,NA,0.044,18,1,0,NA,NA,0,0
"1836","apaegnut",2015,9,0.005,0.004,NA,NA,0.024,15,0,0,NA,NA,0,0
"1837","apaegnut",2015,10,0.004,0.019,NA,NA,0.19,7.2,1,0,NA,NA,0,0
"1838","apaegnut",2015,11,0.004,0.023,NA,NA,0.18,6.9,1,0,NA,NA,0,0
"1839","apaegnut",2015,12,0.009,0.024,NA,NA,0.34,1.6,0,0,NA,NA,0,0
"1840","apaegnut",2016,1,0.012,0.03,NA,NA,0.25,1.1,0,0,NA,NA,0,1
"1841","apaegnut",2016,2,0.008,0.005,NA,NA,0.42,5.6,0,0,NA,NA,0,0
"1842","apaegnut",2016,3,0.008,0.007,NA,NA,0.5,6.2,0,0,NA,NA,0,0
"1843","apaegnut",2016,4,0.011,0.076,NA,NA,0.4,4.4,0,0,NA,NA,0,0
"1844","apaegnut",2016,5,0.004,0.01,NA,NA,0.32,13,1,0,NA,NA,0,0
"1845","apaegnut",2016,6,0.004,0.004,NA,NA,0.19,15,1,0,NA,NA,0,0
"1846","apaegnut",2016,7,0.004,0.009,NA,NA,0.16,12,1,0,NA,NA,0,0
"1847","apaegnut",2016,8,0.004,0.006,NA,NA,0.03,14,1,0,NA,NA,0,0
"1848","apaegnut",2016,9,0.004,0.031,NA,NA,0.071,11,1,0,NA,NA,0,0
"1849","apaegnut",2016,10,0.004,0.008,NA,NA,0.018,13,1,0,NA,NA,0,0
"1850","apaegnut",2016,11,0.004,0.009,NA,NA,0.048,6.7,1,0,NA,NA,0,0
"1851","apaegnut",2016,12,0.004,0.02,NA,NA,0.1,9.1,1,0,NA,NA,0,0
"1852","apaegnut",2017,1,0.004,0.025,NA,NA,0.33,5.4,1,0,NA,NA,0,0
"1853","apaegnut",2017,2,0.0075,0.0215,NA,NA,0.42,4.8,0,0,NA,NA,0,0
"1854","apaegnut",2017,4,0.005,0.027,NA,NA,0.39,6,0,0,NA,NA,0,0
"1855","apaegnut",2017,5,0.005,0.041,NA,NA,0.065,9.9,0,0,NA,NA,0,0
"1856","apaegnut",2017,6,0.006,0.044,NA,NA,0.14,6.5,0,0,NA,NA,0,0
"1857","apaegnut",2017,7,0.004,0.005,NA,NA,0.19,7.3,0,0,NA,NA,0,0
"1858","apaegnut",2017,8,0.004,0.012,NA,NA,0.15,8.8,1,0,NA,NA,0,0
"1859","apaegnut",2017,9,0.004,0.029,NA,NA,0.089,8.1,1,0,NA,NA,0,0
"1860","apaegnut",2017,10,0.004,0.036,NA,NA,0.093,5.1,1,0,NA,NA,0,0
"1861","apaegnut",2017,11,0.0075,0.0175,NA,NA,0.155,6.3,0,0,NA,NA,0,0
"1862","apaegnut",2018,1,0.004,0.004,NA,NA,0.033,5.5,1,0,NA,NA,0,0
"1863","apaegnut",2018,2,0.004,0.011,NA,NA,0.4,4.4,1,0,NA,NA,0,0
"1864","apaegnut",2018,3,0.004,0.008,NA,NA,0.3,8.1,1,0,NA,NA,0,0
"1865","apaegnut",2018,4,0.004,0.01,NA,NA,0.31,4.5,1,0,NA,NA,0,0
"1866","apaegnut",2018,5,0.004,0.01,NA,NA,0.16,7.3,1,0,NA,NA,0,0
"1867","apaegnut",2018,6,0.004,0.018,NA,NA,0.16,8.9,1,0,NA,NA,0,0
"1868","apaegnut",2018,7,0.004,0.047,NA,NA,0.19,10,1,0,NA,NA,0,0
"1869","apaegnut",2018,8,0.004,0.02,NA,NA,0.12,8.3,1,0,NA,NA,0,0
"1870","apaegnut",2018,9,0.004,0.017,NA,NA,0.15,7.2,1,0,NA,NA,0,0
"1871","apaegnut",2018,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1872","apaegnut",2018,11,0.006,0.0315,NA,NA,0.225,3.2,0,0,NA,NA,0,0
"1873","apaegnut",2019,1,0.011,0.022,NA,NA,0.45,1.9,0,0,NA,NA,0,0
"1874","apaegnut",2019,2,0.011,0.022,NA,NA,0.54,2.4,0,0,NA,NA,0,0
"1875","apaegnut",2019,3,0.004,0.02,NA,NA,0.36,12,1,0,NA,NA,0,0
"1876","apaegnut",2019,4,0.004,0.017,NA,NA,0.44,12,1,0,NA,NA,0,0
"1877","apaegnut",2019,5,0.005,0.005,NA,NA,0.21,13,0,0,NA,NA,0,0
"1878","apaegnut",2019,6,0.004,0.004,NA,NA,0.12,12,1,0,NA,NA,0,0
"1879","apaegnut",2019,7,0.004,0.003,NA,NA,0.02,16,1,0,NA,NA,0,0
"1880","apaegnut",2019,8,0.004,0.009,NA,NA,0.086,13,1,0,NA,NA,0,0
"1881","apaegnut",2019,9,0.004,0.016,NA,NA,0.098,8.1,1,0,NA,NA,0,0
"1882","apaegnut",2019,10,0.004,0.003,NA,NA,0.011,12,1,0,NA,NA,0,0
"1883","apaegnut",2019,11,0.004,0.009,NA,NA,0.32,6.9,1,0,NA,NA,0,0
"1884","apaegnut",2019,12,0.004,0.007,NA,NA,0.27,14,1,0,NA,NA,0,0
"1885","apaegnut",2020,1,0.009,0.015,NA,NA,0.31,4.9,0,0,NA,NA,0,0
"1886","apaegnut",2020,2,0.012,0.019,NA,NA,0.36,3.6,0,0,NA,NA,0,0
"1887","apaegnut",2020,3,0.013,0.019,NA,NA,0.28,2.2,0,0,NA,NA,0,0
"1888","apaegnut",2020,5,NA,0.014,NA,NA,0.3,NA,NA,0,NA,NA,0,NA
"1889","apaegnut",2020,7,0.004,0.016,NA,NA,0.22,11,0,0,NA,NA,0,0
"1890","apaegnut",2020,8,0.004,NA,NA,NA,0.009,13,1,NA,NA,NA,0,0
"1891","apaegnut",2020,9,0.011,0.023,NA,NA,0.21,4.2,0,0,NA,NA,0,0
"1892","apaegnut",2020,11,0.005,0.006,NA,NA,0.27,3.9,0,0,NA,NA,0,0
"1893","apaegnut",2021,1,0.01,0.014,NA,NA,0.48,1.7,0,0,NA,NA,0,0
"1894","apaegnut",2021,2,0.007,0.019,NA,NA,0.58,4.9,0,0,NA,NA,0,0
"1895","apaegnut",2021,3,0.005,0.011,NA,NA,0.38,7.5,0,0,NA,NA,0,0
"1896","apaegnut",2021,4,0.007,0.011,NA,NA,0.49,5.3,0,0,NA,NA,0,0
"1897","apaegnut",2021,5,0.012,0.022,NA,NA,0.47,6.1,0,0,NA,NA,0,0
"1898","apaegnut",2021,6,0.005,0.005,NA,NA,0.073,18,0,0,NA,NA,0,0
"1899","apaegnut",2021,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1900","apaegnut",2021,8,0.004,0.023,NA,NA,0.23,6.5,1,0,NA,NA,0,0
"1901","apaegnut",2021,9,0.011,0.041,NA,NA,0.25,3.8,0,0,NA,NA,0,0
"1902","apaegnut",2021,10,0.008,0.044,NA,NA,0.22,5.3,0,0,NA,NA,0,0
"1903","apaegnut",2021,11,0.004,0.014,NA,NA,0.38,7.05,1,0,NA,NA,0,0
"1904","apaegnut",2022,2,0.006,0.011,NA,NA,0.39,5.9,0,0,NA,NA,0,0
"1905","apaegnut",2022,3,0.008,0.028,NA,NA,0.63,4.4,0,0,NA,NA,0,0
"1906","apaegnut",2022,4,0.01,0.015,NA,NA,0.26,6.7,0,0,NA,NA,0,0
"1907","apaegnut",2022,5,0.004,0.0075,NA,NA,0.315,9.1,1,0,NA,NA,0,0
"1908","apaegnut",2022,6,0.004,0.003,NA,NA,0.13,14,1,0,NA,NA,0,0
"1909","apaegnut",2022,8,0.004,0.003,NA,NA,0.008,13,1,0,NA,NA,0,0
"1910","apaegnut",2022,9,0.004,0.027,NA,NA,0.17,9.6,0,0,NA,NA,0,0
"1911","apaegnut",2022,10,0.004,0.007,NA,NA,0.004,16,0,0,NA,NA,0,0
"1912","apaegnut",2022,11,0.004,0.006,NA,NA,0.1,6.2,1,0,NA,NA,0,0
"1913","apaegnut",2022,12,0.009,0.051,NA,NA,0.22,5.4,0,0,NA,NA,0,0
"1914","apaesnut",2002,4,0.0133333333333333,0.034,0.002,0.043,0.0576666666666667,8.4,0,0,1,0,0,0
"1915","apaesnut",2002,6,0.027,0.021,0.002,NA,0.023,8.9,0,0,1,NA,0,0
"1916","apaesnut",2002,7,0.0285,0.046,0.002,NA,0.01,17.75,0,0,1,NA,0,0
"1917","apaesnut",2002,8,0.015,0.033,0.002,NA,0.022,14.4,0,0,1,NA,0,0
"1918","apaesnut",2002,9,0.024,0.004,0.002,NA,0.007,14.7,0,1,1,NA,1,0
"1919","apaesnut",2002,10,0.011,0.013,0.004,0.013,0.017,24.4,0,0,0,0,0,0
"1920","apaesnut",2002,11,0.007,0.095,0.012,0.05,0.062,21.8,0,0,0,0,0,0
"1921","apaesnut",2002,12,0.017,0.005,0.004,0.121,0.125,9,0,0,0,0,0,0
"1922","apaesnut",2003,1,0.0205,0.069,0.0035,0.0755,0.079,6.1945,0,0,0,0,0,0
"1923","apaesnut",2003,2,0.0065,0.039,0.0035,0.182,0.1855,19.651,0,0,0,0,0,0
"1924","apaesnut",2003,3,0.063,0.026,0.0025,0.011,0.0135,0.854,0,0,0,0,0,0
"1925","apaesnut",2003,4,0.071,0.144,0.004,0.2105,0.2145,11.534,0,0,0,0,0,0
"1926","apaesnut",2003,5,0.002,0.044,0.006,0.071,0.077,15.379,0,0,0,0,0,0
"1927","apaesnut",2003,6,0.001,0.0295,0.002,0.1295,0.1315,18.2895,0,0,0,0,0,0
"1928","apaesnut",2003,7,0.001,0.0335,0.0025,0.0165,0.019,0.641,1,0,0,0,0,0
"1929","apaesnut",2003,8,0.001,0.03,0.002,NA,0.053,4.4855,0,0,1,NA,0,0
"1930","apaesnut",2003,9,0.0015,0.141,0.008,0.162,0.17,5.126,0,0,0,0,0,0
"1931","apaesnut",2003,10,0.0115,0.0165,0.002,NA,0.0425,10.8935,0,0,1,NA,0,0
"1932","apaesnut",2003,11,0.0025,0.006,0.002,NA,0.01,9.612,0,0,1,NA,0,0
"1933","apaesnut",2003,12,0.001,0.004,0.002,0.033,0.035,8.6505,0,1,0,0,0,0
"1934","apaesnut",2004,1,0.001,0.004,0.002,0.023,0.025,11.2,1,1,0,0,0,0
"1935","apaesnut",2004,2,0.001,0.0115,0.002,NA,0.102,9.6,1,0,1,NA,0,0
"1936","apaesnut",2004,3,0.0015,0.1015,0.002,NA,0.101,16.65,0,0,1,NA,0,0
"1937","apaesnut",2004,4,0.001,0.0215,0.002,NA,0.007,10.2,1,0,1,NA,1,0
"1938","apaesnut",2004,5,0.001,0.034,0.002,NA,0.0295,22.1,0,0,1,NA,0,0
"1939","apaesnut",2004,6,0.0145,0.0435,0.002,NA,0.0085,17,0,0,1,NA,0,0
"1940","apaesnut",2004,7,0.001,0.007,0.002,NA,0.008,12.15,0,0,1,NA,1,0
"1941","apaesnut",2004,8,0.0025,0.0085,0.002,NA,0.0185,14.75,0,0,1,NA,0,0
"1942","apaesnut",2004,9,0.0045,0.082,0.0105,0.0525,0.063,5.8,0,0,0,0,0,0
"1943","apaesnut",2004,10,NA,0.0245,0.004,0.0235,0.0275,6.4,NA,0,0,0,0,0
"1944","apaesnut",2004,11,0.0045,0.01675,0.01875,0.0575,0.07625,8.175,0,0,0,0,0,0
"1945","apaesnut",2005,1,0.0255,0.047,0.008,0.0685,0.0765,1.28,0,0,0,0,0,0
"1946","apaesnut",2005,2,0.004,0.0195,0.013,0.06,0.071,2.24,0,0,0,0,0,0
"1947","apaesnut",2005,3,0.001,0.004,0.002,NA,0.0535,0.99,0,1,1,NA,0,0
"1948","apaesnut",2005,4,0.0075,0.06,0.002,NA,0.007,1.28,0,0,1,NA,1,0
"1949","apaesnut",2005,5,0.0085,0.072,0.0085,0.0915,0.1,1.665,0,0,0,0,0,0
"1950","apaesnut",2005,6,0.0025,0.0635,0.0075,0.116,0.1235,0.85,0,0,0,0,0,0
"1951","apaesnut",2005,7,0.002,0.0755,0.008,0.154,0.162,2.56,0,0,0,0,0,0
"1952","apaesnut",2005,8,0.001,0.05,0.002,NA,0.0075,1.31,0,0,0,NA,1,0
"1953","apaesnut",2005,9,0.001,0.0545,NA,NA,NA,2.24,1,0,NA,NA,NA,0
"1954","apaesnut",2005,10,0.001,0.0295,0.003,NA,0.007,2.88,1,0,0,NA,1,0
"1955","apaesnut",2005,11,0.001,0.01725,0.002,0.371,0.21225,2.88,1,0,1,0,0,0
"1956","apaesnut",2006,1,0.001,0.033,0.002,0.33575,0.33775,4.66,0,0,0,0,0,0
"1957","apaesnut",2006,3,0.001,0.0275,0.004,0.166,0.17,6.76,0,0,0,0,0,0
"1958","apaesnut",2006,4,0.006,0.0735,NA,NA,0.0915,3.31,0,0,NA,NA,0,0
"1959","apaesnut",2006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1960","apaesnut",2006,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1961","apaesnut",2006,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1962","apaesnut",2006,8,0.0015,0.01,NA,NA,0.007,18.455,0,0,NA,NA,1,0
"1963","apaesnut",2006,9,0.0025,0.0165,NA,NA,0.0075,14.29,0,0,NA,NA,0,0
"1964","apaesnut",2006,10,0.004,0.01,NA,NA,0.0075,16.375,0,0,NA,NA,1,0
"1965","apaesnut",2006,11,0.003,0.0085,NA,NA,0.007,9.52,0,0,NA,NA,1,0
"1966","apaesnut",2007,1,0.007,0.0435,NA,NA,0.0125,5.4,0,0,NA,NA,0,0
"1967","apaesnut",2007,2,0.0055,0.0215,NA,NA,0.0545,15.7,0,0,NA,NA,0,0
"1968","apaesnut",2007,3,0.005,0.043,NA,NA,0.078,17.6,0,0,NA,NA,0,0
"1969","apaesnut",2007,4,0.002,0.02,NA,NA,0.165,26.4,1,0,NA,NA,0,0
"1970","apaesnut",2007,5,0.002,0.038,NA,NA,0.00666666666666667,15.3333333333333,1,0,NA,NA,0,0
"1971","apaesnut",2007,6,0.002,0.032,NA,NA,0.053,21.4,0,0,NA,NA,0,0
"1972","apaesnut",2007,7,0.002,0.029,NA,NA,0.0014,21,1,0,NA,NA,1,0
"1973","apaesnut",2007,8,0.002,0.008,NA,NA,0.005,17.9,1,1,NA,NA,0,0
"1974","apaesnut",2007,9,0.002,0.022,NA,NA,0.0014,22.6,1,0,NA,NA,1,0
"1975","apaesnut",2007,10,0.002,0.011,NA,NA,0.003,15.2,1,0,NA,NA,0,0
"1976","apaesnut",2007,11,0.002,0.025,NA,NA,0.002,8.9,1,0,NA,NA,0,0
"1977","apaesnut",2007,12,0.002,0.009,NA,NA,0.003,8.9,1,0,NA,NA,0,0
"1978","apaesnut",2008,1,0.002,0.012,NA,NA,0.047,0.4,0,0,NA,NA,0,0
"1979","apaesnut",2008,2,0.012,0.069,NA,NA,0.196,5.6,0,0,NA,NA,0,0
"1980","apaesnut",2008,3,0.004,0.067,NA,NA,0.041,14.1,0,0,NA,NA,0,0
"1981","apaesnut",2008,4,0.00233333333333333,0.0132333333333333,NA,NA,0.126333333333333,30.0333333333333,1,1,NA,NA,0,0
"1982","apaesnut",2008,5,0.002,0.035,NA,NA,0.035,13.8,1,0,NA,NA,0,0
"1983","apaesnut",2008,6,0.002,0.062,NA,NA,0.0062,12.8,1,0,NA,NA,1,0
"1984","apaesnut",2008,7,0.002,0.022,NA,NA,0.0062,22.6,0,0,NA,NA,1,0
"1985","apaesnut",2008,8,0.002,0.029,NA,NA,0.0062,18.1,0,0,NA,NA,1,0
"1986","apaesnut",2008,9,0.002,0.173,NA,NA,0.058,16.8,0,0,NA,NA,0,0
"1987","apaesnut",2008,10,0.004,0.017,NA,NA,NA,17.9,0,0,NA,NA,NA,0
"1988","apaesnut",2008,11,0.002,0.154,NA,NA,NA,13.2,0,0,NA,NA,NA,0
"1989","apaesnut",2008,12,NA,0.031,NA,NA,NA,7.6,NA,0,NA,NA,NA,0
"1990","apaesnut",2009,1,0.002,0.032,NA,NA,0.266,22.3,0,0,NA,NA,0,0
"1991","apaesnut",2009,2,0.002,0.012,NA,NA,0.204,13.2,1,0,NA,NA,0,0
"1992","apaesnut",2009,3,0.002,0.016,NA,NA,0.252,15.6,1,0,NA,NA,0,0
"1993","apaesnut",2009,4,0.004,0.044,NA,NA,0.025,0.9,0,0,NA,NA,0,0
"1994","apaesnut",2009,5,0.003,0.0193,NA,NA,0.2,31.5,0,1,NA,NA,0,0
"1995","apaesnut",2009,6,0.001,0.0198666666666667,NA,NA,0.0035,22.3666666666667,0,1,NA,NA,1,0
"1996","apaesnut",2009,7,0.004,0.046,NA,NA,0.008,32.2,0,0,NA,NA,0,0
"1997","apaesnut",2009,8,0.002,0.041,NA,NA,0.055,10.7,0,0,NA,NA,0,0
"1998","apaesnut",2009,9,0.003,0.254,NA,NA,0.025,27.3,0,0,NA,NA,0,0
"1999","apaesnut",2009,10,0.003,0.113,NA,NA,0.062,20.8,0,0,NA,NA,0,0
"2000","apaesnut",2009,11,0.001,0.026,NA,NA,0.072,18.3,1,0,NA,NA,0,0
"2001","apaesnut",2009,12,0.003,0.046,NA,NA,0.044,2,0,0,NA,NA,0,0
"2002","apaesnut",2010,1,0.005,0.029,NA,NA,NA,2.7,0,0,NA,NA,NA,0
"2003","apaesnut",2010,2,0.003,0.03,NA,NA,0.042,NA,0,0,NA,NA,0,NA
"2004","apaesnut",2010,3,0.003,0.0177,NA,NA,0.226,8.9,0,1,NA,NA,0,0
"2005","apaesnut",2010,4,0.003,0.0177,NA,NA,0.114,8.7,0,1,NA,NA,0,0
"2006","apaesnut",2010,5,0.002,0.0351333333333333,NA,NA,0.277,12.2,0,1,NA,NA,0,0
"2007","apaesnut",2010,6,0.002,0.02,NA,NA,0.011,6.9,1,0,NA,NA,0,0
"2008","apaesnut",2010,7,0.002,0.044,NA,NA,0.031,24.6,1,0,NA,NA,0,0
"2009","apaesnut",2010,8,0.002,0.0177,NA,NA,0.007,15.6,1,1,NA,NA,0,0
"2010","apaesnut",2010,9,0.002,0.058,NA,NA,0.0021,16.1,1,0,NA,NA,1,0
"2011","apaesnut",2010,10,0.002,0.0177,NA,NA,0.005,22.3,0,1,NA,NA,0,0
"2012","apaesnut",2010,11,0.002,0.0177,NA,NA,0.003,NA,1,1,NA,NA,0,NA
"2013","apaesnut",2010,12,0.002,0.116,NA,NA,0.025,7.8,1,0,NA,NA,0,0
"2014","apaesnut",2011,1,0.003,0.04,NA,NA,0.031,9.2,1,0,NA,NA,0,0
"2015","apaesnut",2011,2,0.004,0.015,NA,NA,0.042,14.7,0,1,NA,NA,0,0
"2016","apaesnut",2011,3,0.004,0.015,NA,NA,0.069,45.6,0,1,NA,NA,0,0
"2017","apaesnut",2011,4,0.003,0.044,NA,NA,0.16,16.3,0,0,NA,NA,0,0
"2018","apaesnut",2011,5,0.003,0.042,NA,NA,0.003,NA,0,0,NA,NA,0,NA
"2019","apaesnut",2011,6,0.003,0.015,NA,NA,0.004,16.8,1,1,NA,NA,0,0
"2020","apaesnut",2011,7,0.003,0.015,NA,NA,0.005,23.2,1,1,NA,NA,0,0
"2021","apaesnut",2011,8,0.003,0.015,NA,NA,0.007,38.2,0,1,NA,NA,0,0
"2022","apaesnut",2011,9,0.003,0.0413333333333333,NA,NA,0.00366666666666667,22.5,1,0,NA,NA,1,0
"2023","apaesnut",2011,10,0.004,0.026,NA,NA,0.003,11.2,0,0,NA,NA,0,0
"2024","apaesnut",2011,11,0.003,0.015,NA,NA,0.004,7.4,0,1,NA,NA,0,0
"2025","apaesnut",2011,12,0.003,0.051,NA,NA,0.003,8.9,0,0,NA,NA,1,0
"2026","apaesnut",2012,1,0.003,0.025,NA,NA,0.0024,9.16,1,0,NA,NA,1,0
"2027","apaesnut",2012,2,0.006,0.028,NA,NA,0.006,20.78,0,0,NA,NA,0,0
"2028","apaesnut",2012,3,0.003,0.069,NA,NA,0.09,19.44,1,0,NA,NA,0,0
"2029","apaesnut",2012,4,0.003,0.052,NA,NA,0.018,19.44,1,0,NA,NA,0,0
"2030","apaesnut",2012,5,0.003,0.042,NA,NA,0.006,16.54,1,0,NA,NA,0,0
"2031","apaesnut",2012,6,0.004,0.034,NA,NA,0.039,13.63,0,0,NA,NA,0,0
"2032","apaesnut",2012,7,0.004,0.135,NA,NA,0.021,1.12,0,0,NA,NA,0,0
"2033","apaesnut",2012,8,0.003,0.056,NA,NA,0.038,3.13,1,0,NA,NA,0,0
"2034","apaesnut",2012,9,0.003,0.024,NA,NA,0.024,14.52,1,0,NA,NA,0,0
"2035","apaesnut",2012,10,0.003,0.043,NA,NA,0.016,23.91,1,0,NA,NA,0,0
"2036","apaesnut",2012,11,0.003,0.04075,NA,NA,0.00345,6.928,1,0,NA,NA,1,0
"2037","apaesnut",2013,1,0.003,0.021,NA,NA,0.005,9.83,1,0,NA,NA,0,0
"2038","apaesnut",2013,2,0.006,0.019,NA,NA,0.017,12.29,0,0,NA,NA,0,0
"2039","apaesnut",2013,3,0.005,0.024,NA,NA,0.017,5.36,0,0,NA,NA,0,0
"2040","apaesnut",2013,4,0.003,0.047,NA,NA,0.098,31.73,0,0,NA,NA,0,0
"2041","apaesnut",2013,5,0.00333333333333333,NA,NA,NA,0.210666666666667,6.62666666666667,0,NA,NA,NA,0,0
"2042","apaesnut",2013,6,0.003,0.013,NA,NA,0.09,NA,1,1,NA,NA,0,NA
"2043","apaesnut",2013,7,0.004,0.0756666666666667,NA,NA,0.018,2.06666666666667,0,0,NA,NA,0,0
"2044","apaesnut",2013,8,0.004,0.15,NA,NA,0.004,3.2,0,0,NA,NA,0,0
"2045","apaesnut",2013,9,0.004,0.02,NA,NA,0.004,0.61,0,0,NA,NA,0,0
"2046","apaesnut",2013,10,0.00475,0.03175,NA,NA,0.01625,14.15,0,0,NA,NA,0,0
"2047","apaesnut",2013,12,0.004,0.007,NA,NA,0.23,9.9,0,0,NA,NA,0,0
"2048","apaesnut",2014,1,0.006,0.046,NA,NA,0.017,2,0,0,NA,NA,0,0
"2049","apaesnut",2014,2,0.004,0.013,NA,NA,0.37,9.2,1,0,NA,NA,0,0
"2050","apaesnut",2014,3,0.01,0.022,NA,NA,0.004,2.7,0,0,NA,NA,1,0
"2051","apaesnut",2014,4,0.007,0.026,NA,NA,0.017,1.2,0,0,NA,NA,0,0
"2052","apaesnut",2014,5,0.004,0.013,NA,NA,0.005,3.1,1,0,NA,NA,0,0
"2053","apaesnut",2014,6,0.004,0.011,NA,NA,0.086,20,1,0,NA,NA,0,0
"2054","apaesnut",2014,7,0.004,0.013,NA,NA,0.004,13,1,0,NA,NA,1,0
"2055","apaesnut",2014,8,0.004,0.011,NA,NA,0.057,18,1,0,NA,NA,0,0
"2056","apaesnut",2014,9,0.004,0.014,NA,NA,0.007,21,1,0,NA,NA,0,0
"2057","apaesnut",2014,10,0.0045,0.007,NA,NA,0.0215,18,1,0,NA,NA,1,0
"2058","apaesnut",2014,12,0.004,NA,NA,NA,NA,12,1,NA,NA,NA,NA,0
"2059","apaesnut",2015,1,0.004,0.1,NA,NA,0.04,6.4,1,0,NA,NA,0,0
"2060","apaesnut",2015,2,0.004,0.1,NA,NA,0.12,6.8,0,0,NA,NA,0,0
"2061","apaesnut",2015,3,0.00466666666666667,0.0106666666666667,NA,NA,0.336666666666667,13,1,0,NA,NA,0,0
"2062","apaesnut",2015,4,0.008,0.027,NA,NA,0.068,19,0,0,NA,NA,0,0
"2063","apaesnut",2015,5,0.004,0.065,NA,NA,0.044,8.2,1,0,NA,NA,0,0
"2064","apaesnut",2015,6,0.004,0.033,NA,NA,0.11,20,1,0,NA,NA,0,0
"2065","apaesnut",2015,7,0.004,0.025,NA,NA,0.042,19,0,0,NA,NA,0,0
